SystemException: Could not find file "D:\TheWord\WordEngineering.config".
SystemException: Could not find file "D:\TheWord\WordEngineering.config".
ScriptureReferenceBookChapterVersePost [0]: Esther 6 | Esther|6||||| | SonInLaw: 1.
ScriptureReferenceBookChapterVersePost [127]: Jeremiah 49:37 | Jeremiah|49|37|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [128]: Jeremiah 50:19 | Jeremiah|50|19|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [129]: Ezekiel 11:9 | Ezekiel|11|9|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [130]: Ezekiel 13:14 | Ezekiel|13|14|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [131]: Ezekiel 17:20 | Ezekiel|17|20|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [132]: Ezekiel 21:29 | Ezekiel|21|29|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [133]: Ezekiel 26:7 | Ezekiel|26|7|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [134]: Ezekiel 26:20 | Ezekiel|26|20|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [135]: Ezekiel 29:16 | Ezekiel|29|16|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [136]: Ezekiel 34:16 | Ezekiel|34|16|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [137]: Ezekiel 38:4 | Ezekiel|38|4|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [138]: Ezekiel 39:25 | Ezekiel|39|25|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [139]: Daniel 3:13 | Daniel|3|13|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [140]: Daniel 4:6 | Daniel|4|6|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [141]: Daniel 5:7 | Daniel|5|7|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [142]: Amos 6:10 | Amos|6|10|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [143]: Obadiah 1:3 | Obadiah|1|3|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [144]: Micah 1:15 | Micah|1|15|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [145]: Zephaniah 1:17 | Zephaniah|1|17|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [146]: Zephaniah 2:2 | Zephaniah|2|2|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [147]: Zephaniah 3:5 | Zephaniah|3|5|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [148]: Haggai 1:11 | Haggai|1|11|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [149]: Zechariah 5:4 | Zechariah|5|4|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [150]: Zechariah 10:6 | Zechariah|10|6|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [151]: Zechariah 13:9 | Zechariah|13|9|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [152]: Malachi 3:10 | Malachi|3|10|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [153]: Matthew 1:21 | Matthew|1|21|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [154]: Matthew 1:23 | Matthew|1|23|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [155]: Matthew 2:8 | Matthew|2|8|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [156]: Matthew 3:8 | Matthew|3|8|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [157]: Matthew 5:23 | Matthew|5|23|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [158]: Matthew 13:23 | Matthew|13|23|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [159]: Matthew 14:18 | Matthew|14|18|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [160]: Matthew 17:17 | Matthew|17|17|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [161]: Matthew 21:2 | Matthew|21|2|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [162]: Mark 4:20 | Mark|4|20|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [163]: Mark 7:32 | Mark|7|32|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [164]: Mark 9:19 | Mark|9|19|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [165]: Luke 1:31 | Luke|1|31|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [166]: Luke 15:23 | Luke|15|23|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [167]: Luke 19:27 | Luke|19|27|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [168]: Acts 17:20 | Acts|17|20|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [169]: Acts 23:15 | Acts|23|15|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [170]: Acts 23:20 | Acts|23|20|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [171]: 1 Corinthians 4:17 | 1 Corinthians|4|17|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [172]: 1 Corinthians 9:27 | 1 Corinthians|9|27|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [173]: 1 Corinthians 16:6 | 1 Corinthians|16|6|||| | SonInLaw: 2.
ScriptureReferenceBookChapterVersePost [174]: Titus 2:11 | Titus|2|11|||| | SonInLaw: 2.
Scripture Reference URI Crosswalk (HTML): http://bible.crosswalk.com/OnlineStudyBible/bible.cgi?new=1&word=Esther+6%2C+1+Samuel+9%2C+Genesis+1%3A20%2C+Genesis+27%3A7%2C+Genesis+27%3A25%2C+Genesis+37%3A14%2C+Genesis+42%3A20%2C+Genesis+42%3A34%2C+Genesis+43%3A9%2C+Genesis+43%3A16%2C+Genesis+44%3A21%2C+Genesis+45%3A19%2C+Exodus+6%3A6%2C+Exodus+7%3A4%2C+Exodus+8%3A3%2C+Exodus+25%3A2%2C+Exodus+32%3A2%2C+Exodus+32%3A12%2C+Leviticus+2%3A2%2C+Leviticus+2%3A4%2C+Leviticus+2%3A8%2C+Leviticus+5%3A6%2C+Leviticus+5%3A12%2C+Leviticus+5%3A18%2C+Leviticus+6%3A21%2C+Leviticus+12%3A8%2C+Leviticus+16%3A11%2C+Leviticus+16%3A15%2C+Leviticus+26%3A31%2C+Numbers+5%3A15%2C+Numbers+13%3A20%2C+Numbers+15%3A4%2C+Numbers+15%3A9%2C+Numbers+17%3A10%2C+Numbers+18%3A15%2C+Numbers+19%3A2%2C+Numbers+22%3A8%2C+Numbers+28%3A26%2C+Deuteronomy+14%3A28%2C+Deuteronomy+21%3A12%2C+Deuteronomy+22%3A14%2C+Deuteronomy+22%3A21%2C+Deuteronomy+26%3A2%2C+Deuteronomy+28%3A68%2C+Joshua+2%3A3%2C+Joshua+10%3A22%2C+Joshua+18%3A6%2C+Judges+7%3A4%2C+Judges+11%3A9%2C+Judges+19%3A3%2C+Judges+19%3A24%2C+Ruth+3%3A15%2C+1+Samuel+11%3A12%2C+1+Samuel+13%3A9%2C+1+Samuel+14%3A18%2C+1+Samuel+14%3A34%2C+1+Samuel+15%3A32%2C+1+Samuel+28%3A11%2C+1+Samuel+30%3A15%2C+2+Samuel+3%3A13%2C+2+Samuel+6%3A2%2C+2+Samuel+9%3A10%2C+2+Samuel+12%3A23%2C+2+Samuel+13%3A10%2C+2+Samuel+14%3A10%2C+2+Samuel+15%3A8%2C+2+Samuel+15%3A25%2C+2+Samuel+19%3A11%2C+2+Samuel+22%3A49%2C+1+Kings+3%3A24%2C+1+Kings+5%3A9%2C+1+Kings+17%3A11%2C+2+Kings+2%3A20%2C+2+Kings+3%3A15%2C+2+Kings+4%3A41%2C+2+Kings+10%3A22%2C+1+Chronicles+13%3A6%2C+1+Chronicles+13%3A12%2C+1+Chronicles+21%3A2%2C+1+Chronicles+21%3A12%2C+1+Chronicles+22%3A19%2C+2+Chronicles+24%3A6%2C+2+Chronicles+34%3A28%2C+Nehemiah+5%3A5%2C+Nehemiah+9%3A29%2C+Nehemiah+10%3A34%2C+Nehemiah+10%3A37%2C+Job+6%3A22%2C+Job+14%3A3%2C+Job+19%3A29%2C+Job+30%3A23%2C+Job+39%3A12%2C+Psalms+25%3A17%2C+Psalms+37%3A6%2C+Psalms+55%3A23%2C+Psalms+60%3A9%2C+Psalms+108%3A10%2C+Psalms+142%3A7%2C+Proverbs+18%3A16%2C+Proverbs+29%3A15%2C+Proverbs+29%3A21%2C+Ecclesiastes+11%3A9%2C+Ecclesiastes+12%3A14%2C+Song+of+Solomon+8%3A2%2C+Isaiah+1%3A13%2C+Isaiah+7%3A17%2C+Isaiah+8%3A7%2C+Isaiah+40%3A26%2C+Isaiah+41%3A22%2C+Isaiah+42%3A1%2C+Isaiah+42%3A3%2C+Isaiah+45%3A21%2C+Isaiah+54%3A16%2C+Jeremiah+4%3A31%2C+Jeremiah+11%3A11%2C+Jeremiah+11%3A23%2C+Jeremiah+15%3A19%2C+Jeremiah+18%3A22%2C+Jeremiah+23%3A40%2C+Jeremiah+25%3A9%2C+Jeremiah+25%3A29%2C+Jeremiah+30%3A18%2C+Jeremiah+31%3A8%2C+Jeremiah+36%3A31%2C+Jeremiah+48%3A47%2C+Jeremiah+49%3A8%2C+Jeremiah+49%3A36%2C+Jeremiah+49%3A37%2C+Jeremiah+50%3A19%2C+Ezekiel+11%3A9%2C+Ezekiel+13%3A14%2C+Ezekiel+17%3A20%2C+Ezekiel+21%3A29%2C+Ezekiel+26%3A7%2C+Ezekiel+26%3A20%2C+Ezekiel+29%3A16%2C+Ezekiel+34%3A16%2C+Ezekiel+38%3A4%2C+Ezekiel+39%3A25%2C+Daniel+3%3A13%2C+Daniel+4%3A6%2C+Daniel+5%3A7%2C+Amos+6%3A10%2C+Obadiah+1%3A3%2C+Micah+1%3A15%2C+Zephaniah+1%3A17%2C+Zephaniah+2%3A2%2C+Zephaniah+3%3A5%2C+Haggai+1%3A11%2C+Zechariah+5%3A4%2C+Zechariah+10%3A6%2C+Zechariah+13%3A9%2C+Malachi+3%3A10%2C+Matthew+1%3A21%2C+Matthew+1%3A23%2C+Matthew+2%3A8%2C+Matthew+3%3A8%2C+Matthew+5%3A23%2C+Matthew+13%3A23%2C+Matthew+14%3A18%2C+Matthew+17%3A17%2C+Matthew+21%3A2%2C+Mark+4%3A20%2C+Mark+7%3A32%2C+Mark+9%3A19%2C+Luke+1%3A31%2C+Luke+15%3A23%2C+Luke+19%3A27%2C+Acts+17%3A20%2C+Acts+23%3A15%2C+Acts+23%3A20%2C+1+Corinthians+4%3A17%2C+1+Corinthians+9%3A27%2C+1+Corinthians+16%3A6%2C+Titus+2%3A11&section=0&version=nkj&language=en
